"","par1","par2","nlogL","DnlogL"
"1",0.693147180559945,-0.693147180559945,78.5891525786663,11.2735843041662
"2",0.727548607277278,-0.693147180559945,77.9513605337336,9.99800021430099
"3",0.76080582903376,-0.693147180559945,77.3944892085135,8.88425756386064
"4",0.792992515529661,-0.693147180559945,76.9153216595841,7.92592246600185
"5",0.824175442966349,-0.693147180559945,76.5108768279946,7.11703280282279
"6",0.854415328156068,-0.693147180559945,76.1783847210356,6.45204858890497
"7",0.883767540168595,-0.693147180559945,75.9152648568426,5.92580886051897
"8",0.912282710476616,-0.693147180559945,75.7191074675688,5.53349408197133
"9",0.940007258491471,-0.693147180559945,75.5876570461744,5.27059323918252
"10",0.966983846189673,-0.693147180559945,75.5187978932973,5.13287493342827
"11",0.993251773010283,-0.693147180559945,75.5105413782046,5.1163619032429
"12",1.01884732019925,-0.693147180559945,75.561014674491,5.21730849581562
"13",1.04380405217311,-0.693147180559945,75.6684507692743,5.43218068538238
"14",1.0681530811834,-0.693147180559945,75.8311795759133,5.75763829866031
"15",1.09192330051731,-0.693147180559945,76.047620006082,6.19051915899777
"16",1.11514159061932,-0.693147180559945,76.3162728784598,6.72782490375329
"17",1.13783300182139,-0.693147180559945,76.6357145591491,7.36670826513196
"18",1.16002091679675,-0.693147180559945,77.0045912438911,8.10446163461592
"19",1.18172719537862,-0.693147180559945,77.4216138047221,8.93850675627786
"20",1.20297230399235,-0.693147180559945,77.8855531343313,9.86638541549635
"21",1.22377543162212,-0.693147180559945,78.3952359303739,10.8857510075814
"22",1.24415459395877,-0.693147180559945,78.9495408696384,11.9943608861105
"23",1.26412672714568,-0.693147180559945,79.5473951284912,13.1900694038161
"24",1.28370777234479,-0.693147180559945,80.187771211595,14.4708215700238
"25",1.30291275218084,-0.693147180559945,80.8696840556857,15.8346472582051
"26",1.32175583998232,-0.693147180559945,81.592188379306,17.2796559054456
"27",1.34025042261848,-0.693147180559945,82.3543762529428,18.8040316527194
"28",1.35840915763035,-0.693147180559945,83.1553748670834,20.4060288810006
"29",1.37624402526639,-0.693147180559945,83.9943444783602,22.0839681035541
"30",1.39376637595859,-0.693147180559945,84.8704765162639,23.8362321793614
"31",1.41098697371026,-0.693147180559945,85.7829918349107,25.6612628166551
"32",1.42791603581071,-0.693147180559945,86.7311390960984,27.5575573390306
"33",1.44456326924387,-0.693147180559945,87.714193271418,29.5236656896697
"34",1.46093790411566,-0.693147180559945,88.7314542525211,31.5581876518758
"35",1.47704872438835,-0.693147180559945,89.7822455598232,33.65977026648
"36",1.49290409617815,-0.693147180559945,90.8659131409473,35.8271054287283
"37",1.50851199384414,-0.693147180559945,91.9818242511247,38.0589276490832
"38",1.52388002407245,-0.693147180559945,93.1293664085675,40.3540119639688
"39",1.53901544813755,-0.693147180559945,94.3079464185342,42.7111719839021
"40",1.55392520250384,-0.693147180559945,95.5169894604364,45.1292580677064
"41",1.56861591791385,-0.693147180559945,96.7559382328874,47.6071556126085
