Code,JH_Recovered|2020-01-22,JH_Recovered|2020-01-23,JH_Recovered|2020-01-24,JH_Recovered|2020-01-25,JH_Recovered|2020-01-26,JH_Recovered|2020-01-27,JH_Recovered|2020-01-28,JH_Recovered|2020-01-29,JH_Recovered|2020-01-30,JH_Recovered|2020-01-31,JH_Recovered|2020-02-01,JH_Recovered|2020-02-02,JH_Recovered|2020-02-03,JH_Recovered|2020-02-04,JH_Recovered|2020-02-05,JH_Recovered|2020-02-06,JH_Recovered|2020-02-07,JH_Recovered|2020-02-08,JH_Recovered|2020-02-09,JH_Recovered|2020-02-10,JH_Recovered|2020-02-11,JH_Recovered|2020-02-12,JH_Recovered|2020-02-13,JH_Recovered|2020-02-14,JH_Recovered|2020-02-15,JH_Recovered|2020-02-16,JH_Recovered|2020-02-17,JH_Recovered|2020-02-18,JH_Recovered|2020-02-19,JH_Recovered|2020-02-20,JH_Recovered|2020-02-21,JH_Recovered|2020-02-22,JH_Recovered|2020-02-23,JH_Recovered|2020-02-24,JH_Recovered|2020-02-25,JH_Recovered|2020-02-26,JH_Recovered|2020-02-27,JH_Recovered|2020-02-28,JH_Recovered|2020-02-29,JH_Recovered|2020-03-01,JH_Recovered|2020-03-02,JH_Recovered|2020-03-03,JH_Recovered|2020-03-04,JH_Recovered|2020-03-05,JH_Recovered|2020-03-06,JH_Recovered|2020-03-07,JH_Recovered|2020-03-08,JH_Recovered|2020-03-09,JH_Recovered|2020-03-10,JH_Recovered|2020-03-11,JH_Recovered|2020-03-12,JH_Recovered|2020-03-13,JH_Recovered|2020-03-14,JH_Recovered|2020-03-15,JH_Recovered|2020-03-16,JH_Recovered|2020-03-17,JH_Recovered|2020-03-18,JH_Recovered|2020-03-19,JH_Recovered|2020-03-20,JH_Recovered|2020-03-21,JH_Recovered|2020-03-22,JH_Recovered|2020-03-23,JH_Recovered|2020-03-24,JH_Recovered|2020-03-25,JH_Recovered|2020-03-26,JH_Recovered|2020-03-27,JH_Recovered|2020-03-28,JH_Confirmed|2020-01-22,JH_Confirmed|2020-01-23,JH_Confirmed|2020-01-24,JH_Confirmed|2020-01-25,JH_Confirmed|2020-01-26,JH_Confirmed|2020-01-27,JH_Confirmed|2020-01-28,JH_Confirmed|2020-01-29,JH_Confirmed|2020-01-30,JH_Confirmed|2020-01-31,JH_Confirmed|2020-02-01,JH_Confirmed|2020-02-02,JH_Confirmed|2020-02-03,JH_Confirmed|2020-02-04,JH_Confirmed|2020-02-05,JH_Confirmed|2020-02-06,JH_Confirmed|2020-02-07,JH_Confirmed|2020-02-08,JH_Confirmed|2020-02-09,JH_Confirmed|2020-02-10,JH_Confirmed|2020-02-11,JH_Confirmed|2020-02-12,JH_Confirmed|2020-02-13,JH_Confirmed|2020-02-14,JH_Confirmed|2020-02-15,JH_Confirmed|2020-02-16,JH_Confirmed|2020-02-17,JH_Confirmed|2020-02-18,JH_Confirmed|2020-02-19,JH_Confirmed|2020-02-20,JH_Confirmed|2020-02-21,JH_Confirmed|2020-02-22,JH_Confirmed|2020-02-23,JH_Confirmed|2020-02-24,JH_Confirmed|2020-02-25,JH_Confirmed|2020-02-26,JH_Confirmed|2020-02-27,JH_Confirmed|2020-02-28,JH_Confirmed|2020-02-29,JH_Confirmed|2020-03-01,JH_Confirmed|2020-03-02,JH_Confirmed|2020-03-03,JH_Confirmed|2020-03-04,JH_Confirmed|2020-03-05,JH_Confirmed|2020-03-06,JH_Confirmed|2020-03-07,JH_Confirmed|2020-03-08,JH_Confirmed|2020-03-09,JH_Confirmed|2020-03-10,JH_Confirmed|2020-03-11,JH_Confirmed|2020-03-12,JH_Confirmed|2020-03-13,JH_Confirmed|2020-03-14,JH_Confirmed|2020-03-15,JH_Confirmed|2020-03-16,JH_Confirmed|2020-03-17,JH_Confirmed|2020-03-18,JH_Confirmed|2020-03-19,JH_Confirmed|2020-03-20,JH_Confirmed|2020-03-21,JH_Confirmed|2020-03-22,JH_Confirmed|2020-03-23,JH_Confirmed|2020-03-24,JH_Confirmed|2020-03-25,JH_Confirmed|2020-03-26,JH_Confirmed|2020-03-27,JH_Confirmed|2020-03-28,JH_Deaths|2020-01-22,JH_Deaths|2020-01-23,JH_Deaths|2020-01-24,JH_Deaths|2020-01-25,JH_Deaths|2020-01-26,JH_Deaths|2020-01-27,JH_Deaths|2020-01-28,JH_Deaths|2020-01-29,JH_Deaths|2020-01-30,JH_Deaths|2020-01-31,JH_Deaths|2020-02-01,JH_Deaths|2020-02-02,JH_Deaths|2020-02-03,JH_Deaths|2020-02-04,JH_Deaths|2020-02-05,JH_Deaths|2020-02-06,JH_Deaths|2020-02-07,JH_Deaths|2020-02-08,JH_Deaths|2020-02-09,JH_Deaths|2020-02-10,JH_Deaths|2020-02-11,JH_Deaths|2020-02-12,JH_Deaths|2020-02-13,JH_Deaths|2020-02-14,JH_Deaths|2020-02-15,JH_Deaths|2020-02-16,JH_Deaths|2020-02-17,JH_Deaths|2020-02-18,JH_Deaths|2020-02-19,JH_Deaths|2020-02-20,JH_Deaths|2020-02-21,JH_Deaths|2020-02-22,JH_Deaths|2020-02-23,JH_Deaths|2020-02-24,JH_Deaths|2020-02-25,JH_Deaths|2020-02-26,JH_Deaths|2020-02-27,JH_Deaths|2020-02-28,JH_Deaths|2020-02-29,JH_Deaths|2020-03-01,JH_Deaths|2020-03-02,JH_Deaths|2020-03-03,JH_Deaths|2020-03-04,JH_Deaths|2020-03-05,JH_Deaths|2020-03-06,JH_Deaths|2020-03-07,JH_Deaths|2020-03-08,JH_Deaths|2020-03-09,JH_Deaths|2020-03-10,JH_Deaths|2020-03-11,JH_Deaths|2020-03-12,JH_Deaths|2020-03-13,JH_Deaths|2020-03-14,JH_Deaths|2020-03-15,JH_Deaths|2020-03-16,JH_Deaths|2020-03-17,JH_Deaths|2020-03-18,JH_Deaths|2020-03-19,JH_Deaths|2020-03-20,JH_Deaths|2020-03-21,JH_Deaths|2020-03-22,JH_Deaths|2020-03-23,JH_Deaths|2020-03-24,JH_Deaths|2020-03-25,JH_Deaths|2020-03-26,JH_Deaths|2020-03-27,JH_Deaths|2020-03-28,JH_Active|2020-02-15,JH_Active|2020-02-23,JH_Active|2020-02-04,JH_Active|2020-01-30,JH_Active|2020-02-06,JH_Active|2020-02-01,JH_Active|2020-02-17,JH_Active|2020-03-07,JH_Active|2020-01-29,JH_Active|2020-02-29,JH_Active|2020-03-13,JH_Active|2020-02-21,JH_Active|2020-01-23,JH_Active|2020-02-03,JH_Active|2020-02-20,JH_Active|2020-02-26,JH_Active|2020-03-28,JH_Active|2020-03-25,JH_Active|2020-02-05,JH_Active|2020-02-11,JH_Active|2020-01-27,JH_Active|2020-01-24,JH_Active|2020-02-13,JH_Active|2020-03-14,JH_Active|2020-02-07,JH_Active|2020-03-01,JH_Active|2020-02-12,JH_Active|2020-02-14,JH_Active|2020-02-18,JH_Active|2020-03-03,JH_Active|2020-03-11,JH_Active|2020-03-15,JH_Active|2020-01-22,JH_Active|2020-02-08,JH_Active|2020-02-16,JH_Active|2020-03-02,JH_Active|2020-03-27,JH_Active|2020-01-28,JH_Active|2020-02-19,JH_Active|2020-03-08,JH_Active|2020-03-10,JH_Active|2020-02-25,JH_Active|2020-01-25,JH_Active|2020-03-19,JH_Active|2020-01-26,JH_Active|2020-01-31,JH_Active|2020-02-24,JH_Active|2020-03-09,JH_Active|2020-03-16,JH_Active|2020-03-17,JH_Active|2020-03-22,JH_Active|2020-02-02,JH_Active|2020-03-05,JH_Active|2020-02-28,JH_Active|2020-02-09,JH_Active|2020-03-26,JH_Active|2020-03-12,JH_Active|2020-03-20,JH_Active|2020-03-21,JH_Active|2020-02-22,JH_Active|2020-02-27,JH_Active|2020-03-23,JH_Active|2020-03-24,JH_Active|2020-02-10,JH_Active|2020-03-04,JH_Active|2020-03-18,JH_Active|2020-03-06
HT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,7.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0
VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0
HN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,6.0,8.0,9.0,12.0,24.0,24.0,26.0,30.0,30.0,36.0,52.0,68.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,91.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,8.0,26.0,0.0,0.0,0.0,0.0,51.0,2.0,24.0,24.0,0.0,0.0,30.0,30.0,0.0,0.0,9.0,0.0
HU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,7,16,16,21,21,28,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,7.0,9.0,9.0,13.0,13.0,19.0,30.0,32.0,39.0,50.0,58.0,73.0,85.0,103.0,131.0,167.0,187.0,226.0,261.0,300.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,7.0,9.0,10.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,298.0,195.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,30.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,7.0,9.0,0.0,0.0,70.0,0.0,0.0,0.0,9.0,37.0,47.0,109.0,0.0,2.0,0.0,0.0,223.0,13.0,80.0,92.0,0.0,0.0,144.0,157.0,0.0,2.0,55.0,2.0
IS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,8,0,0,5,5,5,22,36,36,51,56,82,97,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,11.0,26.0,34.0,43.0,50.0,50.0,58.0,69.0,85.0,103.0,134.0,156.0,171.0,180.0,220.0,250.0,330.0,409.0,473.0,568.0,588.0,648.0,737.0,802.0,890.0,963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,133.0,0.0,0.0,0.0,0.0,0.0,847.0,679.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,3.0,0.0,0.0,0.0,11.0,84.0,158.0,0.0,0.0,0.0,6.0,791.0,0.0,0.0,50.0,68.0,0.0,0.0,324.0,0.0,0.0,0.0,58.0,180.0,219.0,531.0,0.0,34.0,1.0,0.0,718.0,102.0,404.0,450.0,0.0,0.0,551.0,595.0,0.0,26.0,244.0,43.0
IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,13,13,14,14,15,20,23,27,27,40,43,45,73,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,28.0,30.0,31.0,34.0,39.0,43.0,56.0,62.0,73.0,82.0,102.0,113.0,119.0,142.0,156.0,194.0,244.0,330.0,396.0,499.0,536.0,657.0,727.0,887.0,987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,7.0,10.0,10.0,12.0,20.0,20.0,24.0,3.0,0.0,3.0,1.0,3.0,1.0,0.0,31.0,0.0,0.0,76.0,0.0,0.0,3.0,0.0,0.0,879.0,602.0,3.0,3.0,0.0,0.0,3.0,96.0,3.0,0.0,3.0,3.0,0.0,2.0,57.0,98.0,0.0,3.0,0.0,2.0,794.0,0.0,0.0,36.0,52.0,0.0,0.0,175.0,0.0,1.0,0.0,40.0,104.0,125.0,362.0,2.0,27.0,0.0,3.0,662.0,68.0,219.0,303.0,0.0,0.0,462.0,486.0,3.0,25.0,139.0,28.0
ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,8,8,8,8,11,11,15,15,29,29,30,31,35,46,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,6.0,19.0,27.0,34.0,34.0,69.0,96.0,117.0,134.0,172.0,227.0,311.0,369.0,450.0,514.0,579.0,686.0,790.0,893.0,1046.0,1155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,19.0,25.0,32.0,38.0,48.0,49.0,55.0,58.0,78.0,87.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,994.0,701.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,104.0,0.0,0.0,0.0,2.0,913.0,0.0,0.0,6.0,25.0,0.0,0.0,275.0,0.0,0.0,0.0,19.0,121.0,159.0,437.0,0.0,2.0,0.0,0.0,780.0,31.0,322.0,397.0,0.0,0.0,501.0,601.0,0.0,2.0,197.0,4.0
IR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,73,123,175,291,291,552,739,913,1669,2134,2394,2731,2959,2959,2959,2959,4590,4590,5389,5389,5710,6745,7635,7931,7931,8913,9625,10457,11133,11679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,18.0,28.0,43.0,61.0,95.0,139.0,245.0,388.0,593.0,978.0,1501.0,2336.0,2922.0,3513.0,4747.0,5823.0,6566.0,7161.0,8042.0,9000.0,10075.0,11364.0,12729.0,13938.0,14991.0,16169.0,17361.0,18407.0,19644.0,20610.0,21638.0,23049.0,24811.0,27017.0,29406.0,32332.0,35408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,8.0,12.0,16.0,19.0,26.0,34.0,43.0,54.0,66.0,77.0,92.0,107.0,124.0,145.0,194.0,237.0,291.0,354.0,429.0,514.0,611.0,724.0,853.0,988.0,1135.0,1284.0,1433.0,1556.0,1685.0,1812.0,1934.0,2077.0,2234.0,2378.0,2517.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,4009.0,0.0,427.0,7891.0,14.0,0.0,0.0,3.0,71.0,21212.0,15315.0,0.0,0.0,0.0,0.0,0.0,9159.0,0.0,749.0,0.0,0.0,0.0,1968.0,5687.0,8624.0,0.0,0.0,0.0,1144.0,18821.0,0.0,0.0,4238.0,5020.0,79.0,0.0,11413.0,0.0,0.0,49.0,4530.0,9548.0,9792.0,12022.0,0.0,2667.0,281.0,0.0,16715.0,6687.0,11466.0,11419.0,23.0,170.0,13306.0,13964.0,0.0,2278.0,10837.0,3710.0
IQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,15,24,26,26,26,32,43,43,49,51,57,57,75,103,105,122,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,7.0,13.0,19.0,26.0,32.0,35.0,35.0,40.0,54.0,60.0,60.0,71.0,71.0,71.0,101.0,110.0,116.0,124.0,154.0,164.0,192.0,208.0,214.0,233.0,266.0,316.0,346.0,382.0,458.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,6.0,6.0,7.0,7.0,8.0,9.0,10.0,10.0,10.0,11.0,12.0,13.0,17.0,17.0,20.0,23.0,27.0,29.0,36.0,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,13.0,68.0,0.0,0.0,0.0,0.0,5.0,333.0,214.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,19.0,0.0,0.0,0.0,32.0,49.0,80.0,0.0,0.0,0.0,26.0,296.0,0.0,0.0,54.0,61.0,1.0,0.0,136.0,0.0,0.0,1.0,51.0,88.0,111.0,156.0,0.0,33.0,7.0,0.0,241.0,48.0,142.0,146.0,0.0,7.0,186.0,214.0,0.0,33.0,109.0,37.0
IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,6.0,6.0,18.0,18.0,19.0,21.0,34.0,43.0,43.0,90.0,129.0,129.0,169.0,223.0,292.0,557.0,683.0,785.0,906.0,1125.0,1329.0,1564.0,1819.0,2121.0,2415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,6.0,7.0,9.0,19.0,22.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,0.0,2374.0,1550.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,1.0,0.0,0.0,0.0,2.0,42.0,127.0,0.0,0.0,0.0,1.0,2094.0,0.0,0.0,19.0,34.0,0.0,0.0,549.0,0.0,0.0,0.0,21.0,167.0,216.0,897.0,0.0,6.0,0.0,0.0,1795.0,42.0,675.0,777.0,0.0,0.0,1114.0,1317.0,0.0,6.0,285.0,18.0
